Edad,Rotacion,Departamento,Puesto,Nivel_Educativo,Ingreso_Mensual,Disponibilidad_Horaria,Movilidad_Propia,Distancia_KM,Cantidad_Hijos,Satisfaccion_Puesto,Equilibrio_VidaTrabajo,Horas_Extra,Capacitaciones_Ultimo_Anio,Anios_Empresa,Num_Empresas_Previas
55,No,RRHH,Especialista en Capacitación,1,875512,Completa,No,6.5,2,Excelente,Excelente,No,0,3,0
35,Yes,Docencia,Profesor/a Adjunto/a,4,1332327,Completa,Sí,6.6,1,Excelente,Bueno,Sí,0,4,0
57,Yes,Investigación y desarrollo,Docente-Investigador/a,4,1334655,Completa,No,7.3,2,Muy bajo,Bajo,No,2,17,1
44,No,Investigación y desarrollo,Técnico/a de Laboratorio,5,2070393,Flexible,Sí,6.1,0,Muy bajo,Excelente,No,1,11,2
57,Yes,Investigación y desarrollo,Investigador/a Principal,4,3000000,Completa,No,13.8,0,Bajo,Bueno,No,3,15,1
59,No,Dirección de Carreras,Coordinador/a Académico/a,2,2462925,Completa,No,10.4,3,Bueno,Excelente,No,1,16,3
22,No,Contaduría,Analista Contable,3,1330455,Flexible,No,4.4,0,Bueno,Bueno,Sí,1,0,0
48,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,1013654,Media jornada,No,6.2,1,Bajo,Bueno,Sí,0,4,0
48,Yes,Tecnología,Administrador/a de Sistemas,3,2297702,Flexible,No,21.5,1,Muy bajo,Bueno,No,0,10,1
40,Yes,Marketing,Analista de Marketing,2,962943,Completa,No,19.1,0,Bajo,Muy bajo,Sí,1,9,2
29,Yes,RRHH,Analista de RRHH,2,815326,Media jornada,No,8.6,0,Excelente,Bajo,Sí,0,2,0
20,No,RRHH,Especialista en Capacitación,3,1473527,Completa,No,10.9,0,Excelente,Excelente,No,0,0,0
30,No,RRHH,Especialista en Selección,3,1519475,Completa,No,2.0,0,Excelente,Muy bajo,No,1,3,0
48,No,Docencia,Profesor/a Adjunto/a,3,1483079,Completa,No,3.9,1,Bajo,Excelente,No,0,10,2
54,Yes,Tecnología,Soporte IT,3,1035578,Completa,No,3.6,1,Excelente,Bueno,No,2,4,0
36,No,Investigación y desarrollo,Investigador/a Principal,4,2005153,Flexible,No,9.1,1,Bajo,Muy bajo,No,3,5,0
44,No,Docencia,Profesor/a Titular,3,2383571,Completa,No,18.2,3,Bueno,Muy bajo,Sí,1,7,1
25,Yes,Tecnología,Administrador/a de Sistemas,3,2258575,Media jornada,Sí,6.6,1,Muy bajo,Bueno,No,2,1,0
19,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,1570917,Media jornada,Sí,19.9,1,Muy bajo,Excelente,No,2,0,0
44,Yes,Ventas,Representante Institucional,3,1868480,Completa,Sí,5.8,1,Muy bajo,Muy bajo,Sí,2,2,0
41,No,Dirección de Carreras,Secretario/a Académico/a,3,2853206,Completa,No,8.2,1,Bueno,Bueno,No,1,6,0
44,No,Ventas,Ejecutivo/a de Vinculación y Empresas,3,1901594,Completa,No,6.6,0,Muy bajo,Bueno,No,1,7,0
24,Yes,Contaduría,Administrativo/a de Contaduría,1,1103276,Completa,No,4.9,0,Bajo,Excelente,No,0,0,0
24,Yes,Docencia,Coordinador/a de Cátedra,4,2142566,Completa,No,8.4,0,Muy bajo,Excelente,Sí,0,0,0
26,Yes,Ventas,Asesor/a de Vinculación,3,1519648,Flexible,No,2.0,0,Bueno,Muy bajo,No,0,1,0
42,No,Contaduría,Analista Contable,3,1033497,Completa,No,7.2,2,Muy bajo,Bueno,No,2,5,0
40,No,Dirección de Carreras,Director/a de Carrera,2,2538928,Completa,No,8.3,1,Bajo,Bajo,No,1,9,2
37,No,Dirección de Carreras,Secretario/a Académico/a,1,2611288,Flexible,No,24.1,2,Muy bajo,Bueno,No,1,6,1
55,Yes,Mantenimiento,Técnico/a de Mantenimiento,2,949485,Completa,No,8.3,3,Bueno,Muy bajo,No,1,15,2
36,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,5,972789,Media jornada,No,11.3,0,Bueno,Bueno,No,4,4,1
49,Yes,Contaduría,Responsable Impositivo,2,1307057,Completa,No,14.1,1,Muy bajo,Excelente,No,0,8,1
55,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,756405,Completa,No,13.2,1,Bueno,Excelente,Sí,3,4,1
48,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,3,2269289,Completa,No,24.9,0,Muy bajo,Bueno,Sí,2,10,2
51,No,Docencia,Auxiliar Docente,2,1122902,Completa,No,6.1,0,Bueno,Bueno,No,0,7,2
28,Yes,RRHH,Especialista en Capacitación,3,926327,Completa,No,2.3,1,Bueno,Muy bajo,No,1,3,0
55,No,Ventas,Ejecutivo/a de Vinculación y Empresas,3,1992564,Media jornada,No,2.0,4,Excelente,Bueno,No,2,8,1
30,Yes,Tecnología,Soporte IT,3,1541859,Completa,No,17.6,1,Muy bajo,Muy bajo,No,3,0,0
48,Yes,RRHH,Especialista en Capacitación,2,728652,Flexible,No,1.2,1,Muy bajo,Bueno,Sí,1,3,1
45,Yes,Docencia,Profesor/a Titular,4,1939457,Completa,No,10.5,1,Bueno,Bajo,Sí,0,10,2
57,Yes,Tecnología,Soporte IT,3,1005441,Completa,No,2.5,1,Bajo,Bueno,No,1,6,1
27,No,Dirección de Carreras,Director/a de Carrera,2,3000000,Media jornada,Sí,19.4,0,Bajo,Muy bajo,No,3,1,0
39,Yes,Docencia,Auxiliar Docente,4,1664529,Flexible,Sí,12.8,1,Bajo,Muy bajo,No,1,8,1
30,No,RRHH,Especialista en Selección,2,951695,Completa,Sí,11.8,0,Excelente,Bueno,No,0,3,0
47,No,Mantenimiento,Encargado/a de Servicios Generales,2,843301,Completa,Sí,6.6,3,Excelente,Bajo,No,0,2,0
51,No,Marketing,Analista de Marketing,3,819740,Flexible,Sí,4.3,2,Bueno,Bueno,Sí,1,3,0
33,No,Tecnología,Analista Funcional,4,2247298,Completa,No,6.4,1,Bueno,Bajo,No,2,2,0
20,No,Tecnología,Analista Funcional,4,1140844,Flexible,Sí,16.5,1,Bueno,Excelente,No,1,0,0
57,Yes,Investigación y desarrollo,Investigador/a Asistente,4,2036248,Completa,No,2.3,0,Bajo,Muy bajo,No,5,14,1
36,No,Investigación y desarrollo,Becario/a de Investigación,3,1820215,Flexible,No,6.0,0,Bueno,Excelente,Sí,1,2,0
21,Yes,Marketing,Diseñador/a Gráfico/a,2,1134736,Flexible,No,5.4,0,Bueno,Bajo,No,2,0,0
25,No,Mantenimiento,Encargado/a de Servicios Generales,4,915034,Media jornada,No,5.3,2,Bajo,Bajo,No,2,0,0
36,Yes,Mantenimiento,Técnico/a de Mantenimiento,3,834991,Completa,No,8.5,1,Excelente,Bueno,No,0,2,0
56,Yes,Ventas,Representante Institucional,3,2479896,Completa,Sí,19.0,0,Bueno,Muy bajo,No,1,17,2
55,No,RRHH,Generalista de RRHH,1,1247336,Flexible,No,1.9,2,Excelente,Bueno,No,1,3,0
51,Yes,RRHH,Analista de RRHH,3,1179142,Completa,Sí,2.9,0,Excelente,Bueno,Sí,0,13,2
49,No,Marketing,Analista de Marketing,1,976943,Completa,Sí,3.2,1,Excelente,Excelente,No,0,10,1
29,No,Tecnología,Administrador/a de Sistemas,3,2328152,Media jornada,No,8.7,0,Bajo,Excelente,No,2,0,0
22,Yes,Tecnología,Soporte IT,4,1249007,Completa,No,3.5,1,Muy bajo,Bueno,No,1,0,0
36,Yes,Marketing,Community Manager,4,1514002,Completa,Sí,11.6,1,Excelente,Bajo,No,2,4,1
22,No,Ventas,Representante Institucional,3,2088945,Completa,Sí,20.7,1,Bueno,Bueno,No,1,0,0
52,No,Investigación y desarrollo,Investigador/a Principal,4,1485512,Completa,Sí,2.0,0,Bueno,Bueno,Sí,1,7,1
47,Yes,Contaduría,Administrativo/a de Contaduría,4,1027386,Completa,No,3.0,1,Bueno,Bueno,Sí,3,6,1
42,Yes,Docencia,Profesor/a Adjunto/a,4,1235202,Media jornada,Sí,25.0,2,Muy bajo,Muy bajo,Sí,1,2,0
40,Yes,RRHH,Especialista en Selección,1,992754,Completa,No,6.4,0,Bajo,Bueno,No,3,6,1
20,No,Docencia,Profesor/a Titular,4,2209495,Flexible,Sí,6.1,0,Muy bajo,Bueno,No,2,0,0
24,Yes,Contaduría,Tesorero/a,2,1150023,Flexible,Sí,25.7,0,Muy bajo,Bueno,Sí,4,0,0
43,No,RRHH,Especialista en Selección,2,937475,Media jornada,Sí,4.6,2,Muy bajo,Bueno,No,2,11,1
39,No,Investigación y desarrollo,Investigador/a Principal,4,3000000,Completa,No,13.4,0,Bueno,Excelente,No,1,3,0
34,No,Tecnología,Soporte IT,3,1400956,Media jornada,Sí,4.8,0,Bueno,Bueno,Sí,0,1,0
49,Yes,Docencia,Auxiliar Docente,3,826920,Completa,No,4.1,1,Excelente,Bueno,No,1,10,2
32,No,Docencia,Coordinador/a de Cátedra,3,2064530,Media jornada,No,14.0,0,Bajo,Excelente,No,0,5,1
57,No,Mantenimiento,Encargado/a de Servicios Generales,3,981651,Media jornada,No,16.1,0,Bueno,Bajo,No,1,2,0
46,No,Investigación y desarrollo,Investigador/a Principal,5,3000000,Completa,No,6.3,2,Bueno,Excelente,No,1,2,0
50,Yes,Docencia,Auxiliar Docente,4,1041080,Flexible,No,3.9,1,Excelente,Excelente,No,0,2,0
46,No,RRHH,Generalista de RRHH,2,1042399,Completa,Sí,10.7,0,Bajo,Bajo,No,1,1,0
27,No,Marketing,Diseñador/a Gráfico/a,4,1348833,Media jornada,No,6.4,1,Muy bajo,Bajo,No,1,2,0
40,No,Investigación y desarrollo,Investigador/a Asistente,5,2320344,Completa,No,11.7,2,Excelente,Bajo,No,1,6,1
50,No,Tecnología,Administrador/a de Sistemas,3,3000000,Flexible,No,6.2,0,Bueno,Bueno,No,0,10,1
23,Yes,Docencia,Profesor/a Titular,2,1464360,Completa,No,7.0,0,Bueno,Muy bajo,Sí,0,0,0
41,No,Docencia,Auxiliar Docente,4,1569652,Completa,No,4.5,1,Bajo,Bajo,No,0,8,2
23,No,RRHH,Especialista en Selección,3,1453466,Completa,No,8.7,0,Bajo,Excelente,No,0,0,0
50,No,RRHH,Especialista en Capacitación,4,1290288,Completa,Sí,7.3,0,Bueno,Bajo,Sí,1,13,1
28,Yes,Tecnología,Soporte IT,4,1016410,Completa,No,11.6,0,Excelente,Bajo,No,5,2,0
57,No,Tecnología,Desarrollador/a,4,2031736,Media jornada,Sí,5.2,2,Bueno,Muy bajo,Sí,0,15,3
33,No,Dirección de Carreras,Director/a de Carrera,3,2699526,Completa,No,11.2,0,Bueno,Bueno,No,0,3,0
25,Yes,RRHH,Especialista en Capacitación,1,1462583,Completa,Sí,17.5,1,Muy bajo,Muy bajo,Sí,1,1,0
47,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,1671180,Completa,Sí,3.9,1,Bajo,Bueno,Sí,5,11,1
21,No,Marketing,Community Manager,2,1159997,Media jornada,No,4.8,0,Muy bajo,Bueno,No,2,0,0
37,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2460543,Media jornada,No,5.0,1,Bueno,Bueno,No,2,5,1
28,Yes,Contaduría,Tesorero/a,3,1574414,Media jornada,No,6.0,2,Bueno,Muy bajo,Sí,1,3,0
46,No,Docencia,Coordinador/a de Cátedra,4,1195297,Media jornada,Sí,3.7,0,Bueno,Excelente,No,1,10,2
47,No,Docencia,Profesor/a Adjunto/a,3,1029757,Completa,No,12.8,1,Bueno,Bueno,No,0,8,1
33,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2248474,Completa,No,1.8,1,Bueno,Bajo,No,0,3,0
53,No,Mantenimiento,Encargado/a de Servicios Generales,1,825969,Completa,No,9.5,0,Bueno,Excelente,No,1,5,1
24,Yes,Tecnología,Administrador/a de Sistemas,3,3000000,Flexible,No,11.5,0,Muy bajo,Bueno,Sí,3,1,0
30,Yes,Contaduría,Analista Contable,3,1219234,Flexible,Sí,17.3,0,Muy bajo,Bajo,No,0,2,0
56,No,Docencia,Profesor/a Adjunto/a,4,2389426,Completa,No,4.1,0,Bueno,Bueno,Sí,1,14,1
31,No,Docencia,Coordinador/a de Cátedra,5,2503906,Completa,No,17.9,0,Bueno,Bueno,Sí,2,0,0
47,No,Investigación y desarrollo,Becario/a de Investigación,4,2029162,Completa,No,8.3,2,Bajo,Bueno,No,5,4,1
37,Yes,RRHH,Analista de RRHH,2,1202091,Completa,Sí,4.5,3,Bajo,Bajo,No,3,3,1
21,Yes,Tecnología,Analista Funcional,3,1657187,Media jornada,No,3.9,0,Bajo,Bueno,No,2,0,0
26,No,Tecnología,Desarrollador/a,3,1635336,Completa,No,6.3,0,Bueno,Excelente,No,3,1,0
26,No,Investigación y desarrollo,Investigador/a Asistente,5,1565012,Flexible,No,6.5,0,Bueno,Muy bajo,No,2,0,0
38,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,1570935,Completa,No,2.6,0,Bueno,Bajo,No,1,2,0
22,No,Marketing,Diseñador/a Gráfico/a,4,1288749,Flexible,No,11.4,0,Bueno,Excelente,No,0,0,0
39,No,RRHH,Analista de RRHH,2,1510106,Media jornada,No,6.4,0,Bueno,Excelente,No,0,2,0
21,No,Tecnología,Administrador/a de Sistemas,4,2473262,Flexible,Sí,13.4,1,Bueno,Bueno,No,3,0,0
26,Yes,Contaduría,Administrativo/a de Contaduría,1,894645,Media jornada,No,3.6,0,Bueno,Muy bajo,No,2,2,0
41,Yes,Investigación y desarrollo,Docente-Investigador/a,5,1862844,Media jornada,No,15.8,1,Muy bajo,Muy bajo,No,5,4,0
34,Yes,Investigación y desarrollo,Becario/a de Investigación,4,955440,Media jornada,No,21.4,0,Bajo,Muy bajo,No,3,3,0
31,No,Marketing,Diseñador/a Gráfico/a,2,1222281,Media jornada,Sí,7.5,0,Excelente,Bueno,No,2,5,1
21,Yes,Docencia,Coordinador/a de Cátedra,4,1657542,Media jornada,No,4.1,1,Bueno,Bajo,No,2,0,0
27,No,Docencia,Auxiliar Docente,5,1974877,Flexible,No,9.3,0,Bajo,Bajo,No,1,3,1
32,No,Docencia,Jefe/a de Trabajos Prácticos,2,945640,Media jornada,Sí,9.0,2,Bueno,Bueno,No,1,2,0
31,No,Docencia,Profesor/a Titular,3,2002410,Media jornada,No,7.8,0,Bueno,Bueno,No,0,2,0
25,Yes,Mantenimiento,Encargado/a de Servicios Generales,4,846279,Flexible,No,8.3,1,Bueno,Muy bajo,No,0,1,0
33,No,Tecnología,Soporte IT,3,918562,Completa,Sí,6.9,2,Bueno,Bueno,No,1,3,0
25,No,Contaduría,Analista Contable,2,1613485,Completa,No,2.5,0,Bueno,Bajo,No,2,1,0
56,No,Docencia,Profesor/a Titular,4,1635407,Completa,No,10.0,1,Bajo,Bajo,No,0,5,1
52,No,RRHH,Especialista en Capacitación,2,1128582,Completa,No,8.5,2,Excelente,Bueno,No,1,13,1
59,Yes,Contaduría,Administrativo/a de Contaduría,4,1592136,Media jornada,Sí,9.0,0,Excelente,Bueno,No,3,10,1
40,Yes,Docencia,Coordinador/a de Cátedra,4,1394324,Completa,No,6.5,1,Muy bajo,Bajo,Sí,2,1,0
42,Yes,Contaduría,Responsable Impositivo,3,1011457,Completa,No,6.8,0,Muy bajo,Bueno,Sí,1,6,1
55,No,Contaduría,Tesorero/a,4,1176823,Completa,Sí,13.2,0,Excelente,Bueno,No,0,14,1
19,Yes,Tecnología,Soporte IT,3,2565938,Completa,No,18.3,0,Bueno,Bueno,No,2,0,0
28,No,Tecnología,Soporte IT,2,2239505,Media jornada,No,2.4,2,Excelente,Bajo,No,0,0,0
34,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1818804,Flexible,Sí,6.9,0,Bueno,Bueno,Sí,1,5,1
26,No,Contaduría,Analista Contable,2,1615724,Completa,No,12.7,0,Excelente,Excelente,No,5,2,0
43,No,Tecnología,Analista Funcional,3,2790471,Media jornada,No,2.4,1,Excelente,Bueno,No,1,1,0
30,No,RRHH,Analista de RRHH,4,1307314,Completa,No,5.3,0,Bajo,Bueno,No,1,4,0
43,No,Mantenimiento,Supervisor/a de Mantenimiento,3,1073682,Completa,No,3.5,0,Bueno,Bueno,No,2,4,0
35,Yes,Tecnología,Administrador/a de Sistemas,3,1573582,Completa,No,11.2,0,Muy bajo,Bueno,No,3,7,2
44,No,Docencia,Auxiliar Docente,4,1445051,Flexible,No,1.3,1,Bajo,Excelente,No,1,8,1
32,Yes,Docencia,Coordinador/a de Cátedra,4,2246723,Completa,Sí,19.5,1,Muy bajo,Bueno,No,1,5,1
59,Yes,Tecnología,Desarrollador/a,4,2851134,Completa,No,8.8,1,Muy bajo,Bajo,Sí,1,15,2
54,Yes,Docencia,Auxiliar Docente,5,1295397,Completa,Sí,3.7,0,Excelente,Bajo,No,0,2,0
41,Yes,RRHH,Especialista en Selección,3,1584921,Media jornada,No,3.2,1,Muy bajo,Muy bajo,No,0,1,0
24,Yes,Ventas,Representante Institucional,3,1485568,Media jornada,No,11.4,0,Bajo,Bueno,Sí,0,1,0
23,No,RRHH,Especialista en Capacitación,3,855933,Media jornada,No,3.0,0,Bajo,Bueno,No,2,0,0
43,Yes,Contaduría,Responsable Impositivo,3,1886571,Completa,Sí,15.8,0,Muy bajo,Bueno,No,1,5,1
36,Yes,Tecnología,Soporte IT,3,1425427,Flexible,No,8.1,0,Excelente,Excelente,No,3,7,1
31,No,Contaduría,Analista Contable,1,1263583,Completa,No,14.0,1,Excelente,Bajo,No,1,2,0
32,Yes,RRHH,Especialista en Selección,3,1375897,Completa,No,6.2,2,Bajo,Bueno,Sí,0,3,0
46,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2487875,Completa,Sí,14.2,0,Muy bajo,Bajo,No,0,5,1
36,Yes,Contaduría,Administrativo/a de Contaduría,1,801582,Completa,Sí,8.4,0,Muy bajo,Bueno,No,1,5,1
46,Yes,Dirección de Carreras,Secretario/a Académico/a,3,3000000,Flexible,No,6.1,0,Bueno,Bajo,No,1,3,0
45,Yes,Ventas,Asesor/a de Vinculación,1,1752868,Flexible,No,14.4,0,Muy bajo,Bueno,No,0,4,1
50,No,Docencia,Auxiliar Docente,4,1644105,Completa,No,6.5,1,Muy bajo,Excelente,No,0,13,2
27,No,Docencia,Profesor/a Titular,4,2351298,Flexible,Sí,2.2,2,Bajo,Bueno,No,2,2,0
58,No,Docencia,Profesor/a Titular,5,2331979,Media jornada,Sí,7.6,0,Bajo,Muy bajo,No,1,15,2
50,No,Docencia,Jefe/a de Trabajos Prácticos,4,1292155,Flexible,No,3.2,2,Bajo,Bajo,Sí,0,11,3
38,No,Docencia,Profesor/a Adjunto/a,2,1366340,Completa,No,6.4,0,Excelente,Bueno,No,3,4,1
46,Yes,Tecnología,Soporte IT,3,1856324,Media jornada,No,8.6,2,Muy bajo,Muy bajo,Sí,3,9,2
51,Yes,Docencia,Profesor/a Adjunto/a,5,1023804,Completa,No,4.2,1,Bajo,Muy bajo,Sí,0,6,1
22,No,Investigación y desarrollo,Investigador/a Principal,5,1535072,Flexible,Sí,13.0,0,Bueno,Excelente,No,1,0,0
52,Yes,Mantenimiento,Supervisor/a de Mantenimiento,2,848426,Completa,No,4.1,3,Bueno,Bueno,No,1,7,2
21,No,Docencia,Profesor/a Titular,3,2153852,Media jornada,No,3.2,0,Bueno,Excelente,No,0,0,0
44,Yes,Mantenimiento,Supervisor/a de Mantenimiento,4,968239,Completa,Sí,2.8,1,Muy bajo,Bueno,Sí,2,5,1
26,No,Investigación y desarrollo,Docente-Investigador/a,3,2104705,Completa,No,9.5,1,Excelente,Muy bajo,No,2,1,0
24,No,Docencia,Coordinador/a de Cátedra,4,1817436,Media jornada,No,7.3,0,Bajo,Excelente,No,1,1,0
34,No,Tecnología,Desarrollador/a,3,1927530,Flexible,No,10.9,0,Bueno,Muy bajo,Sí,1,2,0
42,No,Tecnología,Desarrollador/a,2,3000000,Media jornada,No,9.6,2,Bueno,Bajo,No,2,8,2
57,No,Mantenimiento,Técnico/a de Mantenimiento,2,1251030,Flexible,Sí,2.6,4,Bueno,Bajo,No,3,10,2
48,No,Marketing,Analista de Marketing,2,963781,Completa,No,5.5,2,Muy bajo,Bueno,Sí,0,12,2
31,Yes,Marketing,Diseñador/a Gráfico/a,3,1441227,Completa,No,15.7,0,Bueno,Bueno,No,3,1,0
23,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,5,1347682,Completa,No,4.5,0,Muy bajo,Excelente,No,1,1,0
43,Yes,Docencia,Auxiliar Docente,3,1194448,Completa,No,23.3,1,Muy bajo,Bajo,No,0,8,1
38,Yes,Marketing,Especialista en Comunicación,3,1021656,Completa,No,2.6,1,Excelente,Bajo,Sí,0,8,1
36,Yes,Marketing,Especialista en Comunicación,1,836420,Media jornada,No,15.4,2,Muy bajo,Muy bajo,No,1,3,0
36,Yes,Dirección de Carreras,Director/a de Carrera,3,2997805,Media jornada,No,8.2,0,Bueno,Bueno,No,0,2,0
20,Yes,Contaduría,Analista Contable,1,1033084,Media jornada,No,2.6,0,Excelente,Bueno,No,0,0,0
28,No,Contaduría,Tesorero/a,4,1712871,Completa,No,5.8,1,Bueno,Bueno,Sí,1,1,0
30,Yes,Marketing,Diseñador/a Gráfico/a,3,1076158,Completa,Sí,4.7,2,Excelente,Muy bajo,No,1,2,0
31,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,1839892,Completa,Sí,5.8,0,Excelente,Bajo,No,4,4,0
29,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,3,2222190,Completa,No,6.6,2,Excelente,Muy bajo,Sí,0,1,0
37,No,Mantenimiento,Encargado/a de Servicios Generales,3,1055278,Completa,Sí,8.9,2,Bueno,Bueno,No,1,2,0
53,No,Contaduría,Tesorero/a,4,1201176,Completa,Sí,3.4,3,Excelente,Bueno,No,1,5,1
57,Yes,Marketing,Analista de Marketing,3,965160,Completa,No,10.4,3,Bajo,Bajo,Sí,2,3,0
44,Yes,Marketing,Community Manager,4,1386775,Completa,Sí,15.0,2,Bajo,Muy bajo,No,2,11,3
32,Yes,Docencia,Profesor/a Adjunto/a,4,1326672,Completa,No,9.2,1,Bajo,Bajo,No,0,5,1
42,No,Ventas,Representante Institucional,1,1052656,Media jornada,No,11.5,1,Bajo,Bueno,Sí,1,4,1
59,No,RRHH,Analista de RRHH,3,980442,Media jornada,No,5.3,0,Excelente,Muy bajo,No,1,6,1
19,Yes,Mantenimiento,Supervisor/a de Mantenimiento,1,989545,Completa,No,7.9,0,Muy bajo,Bajo,No,0,0,0
40,No,Investigación y desarrollo,Becario/a de Investigación,4,2083014,Flexible,No,3.1,0,Bajo,Muy bajo,No,1,1,0
41,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2137511,Media jornada,No,21.9,0,Bajo,Bueno,No,0,6,1
37,Yes,Contaduría,Tesorero/a,3,2185906,Media jornada,No,3.3,0,Bueno,Bajo,Sí,0,7,0
36,No,Docencia,Profesor/a Titular,2,1860407,Media jornada,No,8.2,2,Bajo,Bueno,No,4,4,0
30,Yes,Ventas,Representante Institucional,2,1578804,Completa,No,1.7,1,Excelente,Bajo,No,2,0,0
46,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1138247,Media jornada,No,6.0,0,Muy bajo,Bajo,No,1,3,0
46,Yes,Investigación y desarrollo,Investigador/a Asistente,5,1649590,Completa,No,10.7,2,Muy bajo,Bueno,No,2,12,2
51,Yes,Dirección de Carreras,Coordinador/a Académico/a,2,2104965,Flexible,Sí,23.9,1,Muy bajo,Bajo,No,0,1,0
37,Yes,Dirección de Carreras,Director/a de Carrera,2,1921514,Flexible,Sí,13.2,0,Bajo,Bueno,No,0,3,0
46,Yes,RRHH,Generalista de RRHH,3,1445720,Completa,No,4.0,2,Muy bajo,Bueno,No,2,10,2
55,No,Tecnología,Analista Funcional,4,2062418,Completa,Sí,2.4,0,Muy bajo,Muy bajo,No,1,14,3
44,No,Contaduría,Responsable Impositivo,2,1209729,Completa,No,12.4,1,Excelente,Bueno,No,1,6,1
53,Yes,Investigación y desarrollo,Becario/a de Investigación,4,917298,Completa,No,6.1,0,Muy bajo,Bueno,No,5,5,1
52,No,Investigación y desarrollo,Investigador/a Asistente,4,1592916,Completa,No,10.7,1,Bueno,Bueno,No,5,10,2
53,Yes,Tecnología,Administrador/a de Sistemas,4,2818152,Completa,No,6.3,2,Bajo,Bueno,Sí,0,5,1
58,Yes,Marketing,Community Manager,1,759256,Completa,No,11.6,0,Bajo,Bajo,No,1,6,1
34,No,Marketing,Community Manager,2,1188705,Completa,Sí,19.7,2,Bajo,Bueno,No,0,5,0
56,No,Marketing,Analista de Marketing,1,700000,Flexible,No,14.5,0,Excelente,Excelente,No,0,4,1
31,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1345634,Completa,No,7.2,0,Bueno,Excelente,No,1,0,0
41,No,RRHH,Generalista de RRHH,3,1238002,Flexible,Sí,12.6,2,Bueno,Bueno,No,0,4,0
40,No,Docencia,Coordinador/a de Cátedra,3,1179660,Flexible,No,27.4,2,Excelente,Muy bajo,No,0,5,1
34,No,RRHH,Especialista en Capacitación,1,932644,Completa,Sí,10.4,0,Bueno,Bueno,No,2,5,1
46,No,Contaduría,Administrativo/a de Contaduría,2,766742,Media jornada,No,4.1,0,Excelente,Bueno,Sí,0,10,1
53,No,Ventas,Ejecutivo/a de Vinculación y Empresas,1,2524902,Completa,Sí,15.4,2,Bueno,Excelente,No,3,11,2
26,Yes,Investigación y desarrollo,Docente-Investigador/a,3,1866759,Media jornada,Sí,16.9,0,Bajo,Muy bajo,No,2,1,0
40,Yes,Docencia,Auxiliar Docente,5,1658843,Completa,Sí,7.3,1,Muy bajo,Bajo,Sí,2,6,1
39,No,Docencia,Profesor/a Titular,4,2294216,Completa,Sí,27.4,2,Bajo,Bajo,No,3,3,1
44,No,Marketing,Analista de Marketing,4,1238062,Completa,No,19.1,1,Bajo,Excelente,No,0,5,1
58,Yes,Tecnología,Soporte IT,4,1175029,Completa,No,7.6,0,Bajo,Excelente,No,2,12,3
39,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,820879,Media jornada,No,6.5,1,Excelente,Bueno,No,2,1,0
43,No,Docencia,Coordinador/a de Cátedra,2,2156241,Completa,Sí,16.6,2,Bajo,Bueno,No,1,4,1
59,No,Tecnología,Administrador/a de Sistemas,4,2767346,Completa,Sí,32.2,1,Bueno,Muy bajo,No,3,9,2
19,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,2142887,Completa,No,3.3,0,Muy bajo,Muy bajo,Sí,0,0,0
24,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,986434,Completa,No,7.4,0,Muy bajo,Muy bajo,Sí,0,1,0
41,Yes,Tecnología,Soporte IT,3,2286733,Completa,No,15.2,0,Muy bajo,Bajo,Sí,3,7,1
41,Yes,Docencia,Auxiliar Docente,3,984401,Completa,No,19.6,0,Bueno,Bueno,Sí,2,5,0
41,Yes,Docencia,Profesor/a Titular,5,2150842,Completa,Sí,15.3,1,Excelente,Bueno,No,0,9,2
50,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2251400,Flexible,No,6.2,0,Bueno,Bajo,No,2,6,1
48,No,Contaduría,Administrativo/a de Contaduría,4,1330848,Completa,No,2.0,1,Bajo,Bueno,Sí,0,8,1
31,Yes,Contaduría,Administrativo/a de Contaduría,2,1024027,Media jornada,No,4.4,1,Excelente,Bajo,Sí,2,0,0
36,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,1007813,Completa,Sí,9.2,1,Muy bajo,Bueno,No,1,3,1
41,Yes,Ventas,Representante Institucional,2,2295698,Flexible,No,5.7,0,Muy bajo,Muy bajo,Sí,0,9,2
